                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1200                                     1535                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.0538415341355255E+009                  1.8137164914241170E+004                  4.3326387097511333E+003                  1.6536509867284525E+002                  2.2822863713589680E+001                  1.3245092916029469E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8051634899334650E-001                  1.0934462760682681E-004                  1.2412424135010763E-002                  7.9963598797625553E-004                  2.0850244268033804E-003                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.1695207427468790E+000                  4.9951043755521146E-004                  7.8981858777394776E-001                  3.8826076523268082E-003                  7.9186105982555488E-003                  1.6035448284711023E-002                  4.1700488478124955E-003                  3.0777902845859528E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.7160896320706105E+005                  2.4958984326434806E+004                  1.2094450498026533E+008                  1.6429131599442104E+002                  1.6429131594792065E+002                  3.4983343277679651E-008                  1.1228760579005387E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3256709597635260E+016                                "48b8e84"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260107"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  1.3583701368823609E+000                  3.6367525659659936E+000                 -7.8998971844504062E+000                  3.5407216543500271E+000                  6.9999999994642270E-001                  2.8000000005357734E-001                  2.0000000000000018E-002                  1.8468197675929718E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999982501E+000                  1.3583701344965344E+000                  3.6367527822492716E+000                 -7.8998956709404160E+000                  3.5407233843884209E+000                  6.9999999994642270E-001                  2.8000000005357734E-001                  2.0000000000000018E-002                  1.8468262044411440E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999958125E+000                  1.3583701311734280E+000                  3.6367530493759861E+000                 -7.8998938016528113E+000                  3.5407255211054940E+000                  6.9999999994642126E-001                  2.8000000005357883E-001                  1.9999999999999907E-002                  1.8468341544166561E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999930782E+000                  1.3583701274456004E+000                  3.6367534064875287E+000                 -7.8998913026981032E+000                  3.5407283775764999E+000                  6.9999999994641726E-001                  2.8000000005358283E-001                  1.9999999999999907E-002                  1.8468447823845488E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999888982E+000                  1.3583701217473800E+000                  3.6367538584274159E+000                 -7.8998881402080388E+000                  3.5407319925187095E+000                  6.9999999994641215E-001                  2.8000000005358794E-001                  1.9999999999999907E-002                  1.8468582324330311E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999843276E+000                  1.3583701155166643E+000                  3.6367546230971897E+000                 -7.8998827894596451E+000                  3.5407381088036582E+000                  6.9999999994640627E-001                  2.8000000005359371E-001                  2.0000000000000018E-002                  1.8468809893522222E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999999740934E+000                  1.3583701015642886E+000                  3.6367556056791162E+000                 -7.8998759140968451E+000                  3.5407459678623017E+000                  6.9999999994640183E-001                  2.8000000005359821E-001                  2.0000000000000018E-002                  1.8469102309212368E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999999653044E+000                  1.3583700895824766E+000                  3.6367568162635675E+000                 -7.8998674436298648E+000                  3.5407556502862825E+000                  6.9999999994639350E-001                  2.8000000005360648E-001                  2.0000000000000018E-002                  1.8469462572559527E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999999506557E+000                  1.3583700696131757E+000                  3.6367579562499373E+000                 -7.8998594674886879E+000                  3.5407647677065337E+000                  6.9999999994638240E-001                  2.8000000005361758E-001                  2.0000000000000018E-002                  1.8469801817815063E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
