                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    5000                                      150                  1.0000000000000000E+000                  2.0000000000000000E-002                  8.0807350902751315E-003                  1.9331349497229843E-006                  1.2607093071337382E+033                  5.5845184706636879E+010                  2.2968000000000002E+035                  6.5108504397973229E+003                  6.0105565317552859E+001                  6.0930545365085376E+000                 -7.1756660008028055E+000                  7.5000000000000011E-001                  2.6562463423872140E-005                  2.4957343753657621E-001                  8.8084408508550492E-005                  2.5819104800153905E-005                  2.1316744450361163E-004                  4.2934398832416955E-005                  6.5000000000000002E-001                  0.0000000000000000E+000                  1.1978331010112352E-002                  4.2423197244685704E-007                  3.9859643281929457E-003                  1.4068056025938330E-006                  4.1235971157469902E-007                  3.4045202811253524E-006                  6.8570992124649553E-007                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8913252728689936E+005                  2.6934920833530177E+004                  1.0814306405170405E+008                  3.1095651525544509E-011                  3.1095651525544509E-011                  0.0000000000000000E+000                  1.2440390716629849E-012                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.5500860568486649E+005                                "48b8e84"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260107"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 log_mass                                    logdq                                   log_dq                                 dq_ratio                                        q                                       xq                             vel_km_per_s                                   radius                                  logR_cm                                  v_div_r                                       xm                                       dq                                    logxq                            log_dr_div_cs                              temperature                                   energy                                     logE                                      rho                                  entropy                                 pressure                                  logPgas                          pgas_div_ptotal                                    grada                                   gamma1                                   free_e                                logfree_e                                   csound                             v_div_csound                                       pp                                      cno                                tri_alpha                                  opacity                              log_opacity                               luminosity                                     logL                           log_L_div_Ledd                                      tau                                   logtau                                  rsp_Chi                                   rsp_Et                                rsp_logEt                             rsp_log_erad                              rsp_Hp_face                                   rsp_Lc                             rsp_Lc_div_L                                   rsp_Lr                             rsp_Lr_div_L                                   rsp_Lt                             rsp_Lt_div_L                                   rsp_Pt                                   rsp_Uq                                   rsp_Eq                                 rsp_Pvsc                               rsp_Y_face                                 rsp_damp                                rsp_dampR                                 rsp_sink                                  rsp_src                              rsp_src_snk                                        v                             d_v_div_r_dm                             dt_cs_div_dr                         log_dt_cs_div_dr                                        k 
                                       1                  6.5000000000000002E-001                  7.8857723186710982E-001                  3.7365091371391337E+000                 -9.2065831986959967E+000                  2.3610215468839741E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664335714439E-001                 -7.1419875157746819E+000                 -7.1419875157746819E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.1872106397536528E-002                  6.1457831426057226E+000                  1.1630999235224758E+001                  2.7766973440372774E-009                  0.0000000000000000E+000                  7.2112820843002792E-008                 -9.8999999999999986E+001                  3.3306689136937568E+000                  5.4514136481943760E+003                  2.1768032089976394E+012                  1.2337819168999992E+001                  6.2146518097235201E-010                  2.4115660474619467E+001                  2.2962625709870503E+002                  2.3567885900214662E+000                  9.9030060218575000E-001                  3.3876452981576366E-001                  1.5303370279088764E+000                  7.1992388513741662E-004                 -3.1427134174745746E+000                  7.5196203765988478E+005                  1.5788172544564444E-003                  1.0461499674689850E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2077056712938304E-003                 -2.1422029562052991E+000                  6.0105565317552859E+001                  1.7789146862257430E+000                 -4.1697973997006752E+000                  1.0000000000000000E-003                 -3.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0031470772290968E+001                  7.8302968266187429E+008                 -5.1076428191944724E+021                 -2.2199051057528139E-014                  2.3008410403559235E+035                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8364294976139366E-013                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3421614882195771E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1872106397536527E+003                  8.8659045877454468E-035                  2.8490313362324673E-002                 -1.5453027739693679E+000                                        1 
                                       2                  6.4999999884827842E-001                  7.8693864699630778E-001                  3.7375839707542764E+000                 -8.8027799739829735E+000                  2.7632192616373441E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664412666184E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  2.0000000000000000E+000                  9.9999992788717917E-001                  7.2112820843002792E-008                  1.0962554818391123E-002                  6.1226389078174766E+000                  1.1629360650353957E+001                  2.5736597330701692E-009                  1.1517216508405556E-009                  3.6056410421501396E-008                 -7.1419875157746819E+000                  2.6228160625650569E+000                  5.4649220382960075E+003                  2.1682363664034060E+012                  1.2336106624282060E+001                  1.5747804912767985E-009                  2.3341493304934112E+001                  5.7972130562705502E+002                  2.7615308644184813E+000                  9.9611986897036886E-001                  3.5904111797373245E-001                  1.5716796727636109E+000                  4.7161288034488049E-004                 -3.3264143422828050E+000                  7.6064433640192705E+005                  1.4494920828547486E-003                  2.6509804449452662E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0726695254603687E-002                 -1.9695340575079177E+000                  6.0105495254483131E+001                  1.7789141799827330E+000                 -4.1697979059436854E+000                  8.2135065775662524E-003                 -2.0854713907296025E+000                 -5.7266801907584050E+022                  3.2822891952780298E-010                 -9.4838231568660181E+000                  9.6319668820392117E+000                  7.7570938052478290E+008                 -5.1076428191944724E+021                 -2.2199051057528139E-014                  2.3008383583416654E+035                  1.0000000000000222E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8364294976139366E-013                  2.7904234069706908E-011                  0.0000000000000000E+000                 -3.3421614882195771E-001                 -1.8739124516962791E-003                  0.0000000000000000E+000                 -1.8739124516962791E-003                 -1.8739124796003849E-003                 -2.7904105892248565E-011                  1.0962554818391122E+003                 -4.3946431547971331E-035                  1.4539520266732517E-001                 -8.3744992284066788E-001                                        2 
                                       3                  6.4999999827241761E-001                  7.8661312217310209E-001                  3.7385339091778507E+000                 -8.6558840386424709E+000                  2.9105564379150968E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664451142057E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999989183076876E-001                  1.0816923126450418E-007                  1.1168522543689502E-002                  6.1180514118536671E+000                  1.1629035125530750E+001                  2.6239804780303778E-009                  1.7275824762608335E-009                  3.6056410421501396E-008                 -6.9658962567190006E+000                  2.4747324206151120E+000                  5.4768886216379660E+003                  2.1674089632377874E+012                  1.2335940865043847E+001                  2.2085943730515300E-009                  2.3065807552057645E+001                  8.1387261917830233E+002                  2.9093438885905871E+000                  9.9721189600241888E-001                  3.6425415089369162E-001                  1.5827577454775603E+000                  4.1173957421595722E-004                 -3.3853773889227607E+000                  7.6370821466359124E+005                  1.4653463906210849E-003                  3.7179868341296691E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2696237222280722E-002                 -1.8963249716214328E+000                  6.0105449603657263E+001                  1.7789138501308748E+000                 -4.0804850369672536E+000                  1.3605513161974253E-002                 -1.8662850731998577E+000                 -1.1794977884582819E+023                  3.2847051771117609E-010                 -9.4835036050081634E+000                  9.4888707003930115E+000                  7.7350864819464111E+008                 -1.7263382629842462E+022                 -7.5030893322016045E-014                  2.3008366108281728E+035                  1.0000000000000751E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5646536424702899E-012                  6.3116066065145916E-011                  0.0000000000000000E+000                 -3.4699795619197155E-001                 -1.8762214551845010E-003                  0.0000000000000000E+000                 -1.8762214551845010E-003                 -1.8762215183002386E-003                 -6.3115737679655948E-011                  1.1168522543689501E+003                 -4.6235520118433445E-035                  2.0447194074346367E-001                 -6.8936628089072283E-001                                        3 
                                       4                  6.4999999769655681E-001                  7.8638056735558060E-001                  3.7396341218740274E+000                 -8.5466644821282962E+000                  3.0205949548248006E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664489617929E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999985577435835E-001                  1.4422564168600558E-007                  1.1387760963275964E-002                  6.1147762114467152E+000                  1.1628802570713230E+001                  2.6769223377907681E-009                  2.3034433016811113E-009                  3.6056410421501396E-008                 -6.8409575201107007E+000                  2.3645980036969028E+000                  5.4907809958332919E+003                  2.1676675244749680E+012                  1.2335992671151072E+001                  2.8401123338861204E-009                  2.2862931647356074E+001                  1.0485640281991580E+003                  3.0196445015875351E+000                  9.9781389356319261E-001                  3.6737159934899000E-001                  1.5894708102521373E+000                  3.7687421001640967E-004                 -3.4238035808597171E+000                  7.6604802433056652E+005                  1.4888334066561638E-003                  4.7811477284233716E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4589688115109471E-002                 -1.8359539919540258E+000                  6.0105400332201611E+001                  1.7789134941177309E+000                 -4.0149254898095155E+000                  1.9995779995432582E-002                 -1.6990616502398741E+000                 -1.8715728236669475E+023                  3.3046448137543816E-010                 -9.4808752120379403E+000                  9.3840519946610428E+000                  7.7380280930290246E+008                 -2.2782121973874896E+022                 -9.9016768693284833E-014                  2.3008347247169062E+035                  1.0000000000000993E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7854063560097984E-012                  9.7611870587584601E-011                  0.0000000000000000E+000                 -3.4788705072921666E-001                 -1.8746117358026788E-003                  0.0000000000000000E+000                 -1.8746117358026788E-003                 -1.8746118334154449E-003                 -9.7612766177326837E-011                  1.1387760963275964E+003                 -4.4320072873909688E-035                  2.6349242596748074E-001                 -5.7923186397251381E-001                                        4 
                                       5                  6.4999999712069600E-001                  7.8619946408657437E-001                  3.7408768515610031E+000                 -8.4598694544655864E+000                  3.1084556193359023E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664528093802E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999981971794794E-001                  1.8028205210750699E-007                  1.1598810180345099E-002                  6.1122268465754832E+000                  1.1628621467444223E+001                  2.7276709197608740E-009                  2.8793041271013889E-009                  3.6056410421501396E-008                 -6.7440475071026444E+000                  2.2770140312250504E+000                  5.5065153164934800E+003                  2.1685442923815334E+012                  1.2336168297013002E+001                  3.4684109251214069E-009                  2.2703260898409802E+001                  1.2836765845313869E+003                  3.1076704589323114E+000                  9.9819373462342220E-001                  3.6935421763763249E-001                  1.5937638197366968E+000                  3.5594692897337560E-004                 -3.4486147497017527E+000                  7.6802351754891139E+005                  1.5121602694141291E-003                  5.8389057440588718E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6490886333581003E-002                 -1.7827560017576167E+000                  6.0105347815162624E+001                  1.7789131146531558E+000                 -3.9586270479811771E+000                  2.7346083852448543E-002                 -1.5631048588386480E+000                 -2.6550133460798907E+023                  3.3465196350768097E-010                 -9.4754066225115210E+000                  9.3022278857481169E+000                  7.7483731652381003E+008                 -2.8252374293823114E+022                 -1.2279195318042695E-013                  2.3008327143647079E+035                  1.0000000000001228E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0219528685331306E-012                  1.3221883887591838E-010                  0.0000000000000000E+000                 -3.4645602886904048E-001                 -1.8714899808932250E-003                  0.0000000000000000E+000                 -1.8714899808932250E-003                 -1.8714901131126186E-003                 -1.3221939363684820E-010                  1.1598810180345099E+003                 -4.1918051473317350E-035                  3.2236813632545058E-001                 -4.9164789150066135E-001                                        5 
                                       6                  6.4999999654483509E-001                  7.8605099855949701E-001                  3.7422596027574726E+000                 -8.3879911103819094E+000                  3.1815962940280578E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664566569680E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999978366153752E-001                  2.1633846252900839E-007                  1.1798877398968817E-002                  6.1101377113755566E+000                  1.1628473001917145E+001                  2.7756690734929959E-009                  3.4551649525216669E-009                  3.6056410421501396E-008                 -6.6648662610550193E+000                  2.2044051204641444E+000                  5.5240754632938560E+003                  2.1698549525969048E+012                  1.2336430703713887E+001                  4.0926903701397787E-009                  2.2572346861554198E+001                  1.5191347351358506E+003                  3.1809244134369812E+000                  9.9845413385060688E-001                  3.7062445319117965E-001                  1.5965097829766688E+000                  3.4414200807765565E-004                 -3.4632623115034633E+000                  7.6980281391329097E+005                  1.5344876280990922E-003                  6.8899122764828306E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8450499450193038E-002                 -1.7339918731077950E+000                  6.0105292088710783E+001                  1.7789127119984398E+000                 -3.9079103614165636E+000                  3.5660557752000062E-002                 -1.4478118684875967E+000                 -3.5428177532111969E+023                  3.4082037637276173E-010                 -9.4674744482899857E+000                  9.2358805464545704E+000                  7.7638603174338245E+008                 -3.3694189860357103E+022                 -1.4644359361492160E-013                  2.3008305811561858E+035                  1.0000000000001463E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2920852142399218E-012                  1.6858532869525306E-010                  0.0000000000000000E+000                 -3.4346382897583994E-001                 -1.8672594643292489E-003                  0.0000000000000000E+000                 -1.8672594643292489E-003                 -1.8672596329128164E-003                 -1.6858356746175807E-010                  1.1798877398968816E+003                 -3.9792466057338856E-035                  3.8103162180545280E-001                 -4.1903898073975537E-001                                        6 
                                       7                  6.4999999596897429E-001                  7.8592505995057937E-001                  3.7437831166038036E+000                 -8.3267760341463131E+000                  3.2442489766985818E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664605045552E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999974760512711E-001                  2.5239487295050976E-007                  1.1989085833533265E-002                  6.1083661238590192E+000                  1.1628347063308228E+001                  2.8212333312785986E-009                  4.0310257779419450E-009                  3.6056410421501396E-008                 -6.5979194714244063E+000                  2.1424823285588510E+000                  5.5434880619874848E+003                  2.1715153551482378E+012                  1.2336762904678020E+001                  4.7122027224779701E-009                  2.2462055693092960E+001                  1.7548862723269972E+003                  3.2436591934550023E+000                  9.9864289559540875E-001                  3.7139741357087674E-001                  1.5981599135620348E+000                  3.3869711110691008E-004                 -3.4701885076236851E+000                  7.7147635869472416E+005                  1.5557318942091979E-003                  7.9329063167646931E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0512290135800599E-002                 -1.6879858492456141E+000                  6.0105233020263555E+001                  1.7789122851955346E+000                 -3.8606951675047232E+000                  4.4968969889999710E-002                 -1.3470870607578940E+000                 -4.5537840867053391E+023                  3.4901192532798193E-010                 -9.4571597334544162E+000                  9.1807595255991767E+000                  7.7835181260463619E+008                 -3.9110008029305786E+022                 -1.6998229589350281E-013                  2.3008283200160802E+035                  1.0000000000001699E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6108149777517564E-012                  2.0843457549811039E-010                  0.0000000000000000E+000                 -3.3921873554631443E-001                 -1.8621054403889937E-003                  0.0000000000000000E+000                 -1.8621054403889937E-003                 -1.8621056488243844E-003                 -2.0843539069205497E-010                  1.1989085833533263E+003                 -3.8084024370026920E-035                  4.3942403854183038E-001                 -3.5711618883446222E-001                                        7 
                                       8                  6.4999999539311337E-001                  7.8581558949320185E-001                  3.7454507662906216E+000                 -8.2735816574564929E+000                  3.2990479175243861E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664643521433E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999971154871670E-001                  2.8845128337201117E-007                  1.2171333660857910E-002                  6.1068266123243067E+000                  1.1628237592850851E+001                  2.8648413424385164E-009                  4.6068866033622234E-009                  3.6056410421501396E-008                 -6.5399275244467194E+000                  2.0885825264480529E+000                  5.5648154526026419E+003                  2.1734859936031377E+012                  1.2337156845851693E+001                  5.3262106976724339E-009                  2.2367363747650273E+001                  1.9908929904097110E+003                  3.2985200400365002E+000                  9.9878525556552644E-001                  3.7179197252257906E-001                  1.5989662762454295E+000                  3.3810370806874640E-004                 -3.4709500661908588E+000                  7.7309780384759710E+005                  1.5760115578813347E-003                  8.9666450038823824E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2718611453402163E-002                 -1.6436182159431303E+000                  6.0105170369646146E+001                  1.7789118325089672E+000                 -3.8156253805382176E+000                  5.5323245946319086E-002                 -1.2570923467257964E+000                 -5.7133153808146227E+023                  3.5945619869112812E-010                 -9.4443540227378264E+000                  9.1342357476558043E+000                  7.8068930904271543E+008                 -4.4501201570232917E+022                 -1.9341403080327088E-013                  2.3008259217504991E+035                  1.0000000000001932E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9952380722390789E-012                  2.5364707837239928E-010                  0.0000000000000000E+000                 -3.3384351672217083E-001                 -1.8561199310901926E-003                  0.0000000000000000E+000                 -1.8561199310901926E-003                 -1.8561201847377893E-003                 -2.5364759663297487E-010                  1.2171333660857908E+003                 -3.6786456118999221E-035                  4.9748914982344589E-001                 -3.0321638672366413E-001                                        8 
                                       9                  6.4999999481725257E-001                  7.8571866977484772E-001                  3.7472682662893821E+000                 -8.2266553689619411E+000                  3.3477447377992458E+000                  7.5000000000000000E-001                  2.4960000000000007E-001                  3.9999999999995595E-004                 -1.8708664681997306E-001                 -7.4430175114386632E+000                 -7.4430175114386632E+000                  1.0000000000000000E+000                  9.9999967549230628E-001                  3.2450769379351257E-007                  1.2347534927966791E-002                  6.1054639289330535E+000                  1.1628140673132497E+001                  2.9069635765119112E-009                  5.1827474287825010E-009                  3.6056410421501396E-008                 -6.4887750019993389E+000                  2.0409403278569340E+000                  5.5881527167104559E+003                  2.1757510369735574E+012                  1.2337609199181284E+001                  5.9339602263505888E-009                  2.2284961436446785E+001                  2.2271257425273161E+003                  3.3472649134322103E+000                  9.9889577367227211E-001                  3.7187598416699663E-001                  1.5990738896494969E+000                  3.4151598862547903E-004                 -3.4665889593052182E+000                  7.7470136178176140E+005                  1.5954957467555031E-003                  9.9898573367728440E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5113021636343304E-002                 -1.6001010291811713E+000                  6.0105103809846582E+001                  1.7789113515758046E+000                 -3.7717683528651174E+000                  6.6796771093412741E-002                 -1.1752445304916079E+000                 -7.0549450857547227E+023                  3.7256445020789021E-010                 -9.4287985874835609E+000                  9.0945794591578899E+000                  7.8337931916524541E+008                 -4.9868965230386803E+022                 -2.1674399607274944E-013                  2.3008233738414264E+035                  1.0000000000002169E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4663982669407927E-012                  3.0642642874515757E-010                  0.0000000000000000E+000                 -3.2736481123911143E-001                 -1.8493459501640224E-003                  0.0000000000000000E+000                 -1.8493459501640224E-003                 -1.8493462565888608E-003                 -3.0642483841124279E-010                  1.2347534927966790E+003                 -3.5861392262021388E-035                  5.5516977242672660E-001                 -2.5557418813254484E-001                                        9 
