                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     800                                      587                  1.2000000000000000E+001                  2.0000000000000000E-002                  1.6064960785691919E+007                  4.6629012121501665E+002                  1.6174811084083227E+004                  2.5423795758924196E+004                  2.0304622633161031E+001                 -3.3120624072241860E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8061675184768848E-001                  2.7627170465605689E-004                  1.2725822943225976E-002                  2.1890725128925523E-004                  2.0850244238846804E-003                  1.2000000000000000E+001                  0.0000000000000000E+000                  6.0684962626353647E+000                  2.0427786708576955E-004                  5.6924720844258268E+000                  1.9786032784329329E-002                  7.0677811661084528E-002                  7.4416575588740083E-002                  2.5020293086500636E-002                  3.8387288520500413E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6433752355452499E+005                  6.5691334860869756E+003                  4.7199875714025870E+006                  3.0017478614127729E+004                  3.0017478613977710E+004                  3.1404522980064986E-008                  2.0422066554894718E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.0697160649055131E+014                                "027d9db"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260324"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                 v_div_cs                                       pp                                      cno                                tri_alpha                               luminosity                                     logL                            log_rel_E_err                            zbar_div_abar                                dvdt_drag                        FdotV_drag_energy 
                                       1                  1.2000000000000000E+001                  1.3075949224220289E+000                  4.2089648915821227E+000                 -9.7946898697234150E+000                  2.6999265930156677E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0304622633161031E+001                  9.4796396476583479E-007                  2.3526011525670124E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758924196E+004                  4.4052403909894648E+000                 -1.7736855306232911E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.1999999999976000E+001                  1.3075912754186785E+000                  4.2093559587863991E+000                 -9.7928131928155402E+000                  2.7019725325722983E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0304452125086591E+001                  9.4778228287377108E-007                  2.3627893539342262E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758934233E+004                  4.4052403909896363E+000                 -1.8349066529597632E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.1999999999925226E+001                  1.3075835927943733E+000                  4.2097528117489009E+000                 -9.7909119762139483E+000                  2.7040467125566225E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0304092944613032E+001                  9.4700885061681809E-007                  2.3731557691092442E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758935088E+004                  4.4052403909896505E+000                 -1.7883727926034084E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.1999999999899838E+001                  1.3075797681096200E+000                  4.2100168109145590E+000                 -9.7896510571228816E+000                  2.7054240645550451E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0303914134114621E+001                  9.4662285273300342E-007                  2.3800560238387322E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758935517E+004                  4.4052403909896585E+000                 -1.7429632496963169E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.1999999999874449E+001                  1.3075759544126377E+000                  4.2103790419950471E+000                 -9.7879256831187291E+000                  2.7073108853346404E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0303735838881071E+001                  9.4623682175613889E-007                  2.3895304837110142E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758935939E+004                  4.4052403909896656E+000                 -1.8067596745207933E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.1999999999830024E+001                  1.3075693066646092E+000                  4.2110680488902439E+000                 -9.7846581812332509E+000                  2.7108906105443569E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0303425051863286E+001                  9.4556157121679431E-007                  2.4075766219641303E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758936689E+004                  4.4052403909896780E+000                 -1.7518297045681351E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.1999999999741167E+001                  1.3075561099200532E+000                  4.2117526101380349E+000                 -9.7814208172779189E+000                  2.7144415003034990E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0302808108626969E+001                  9.4421690004406424E-007                  2.4255907163916469E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758938199E+004                  4.4052403909897038E+000                 -1.8217158209259996E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.1999999999696742E+001                  1.3075495601044922E+000                  4.2124344244581575E+000                 -9.7782186095743722E+000                  2.7179638041033924E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0302501913979640E+001                  9.4354681486278790E-007                  2.4435417818304706E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758938955E+004                  4.4052403909897171E+000                 -1.7428160140522873E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.1999999999607885E+001                  1.3075365558281526E+000                  4.2133374143139015E+000                 -9.7739962251132688E+000                  2.7226167611964982E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.0301893996072582E+001                  9.4221055706505353E-007                  2.4674150347509705E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5423795758940476E+004                  4.4052403909897428E+000                 -1.7784935243888015E+001                  8.5000496627254196E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
