                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1200                                      957                  5.0000000000000000E+000                  8.0000000000000002E-003                  9.4438431615973011E+007                  5.0142512109513120E+002                  1.5814059663422546E+004                  1.3286458443455144E+003                  4.8559145036647289E+000                 -3.3164159905400310E+000                  1.2035441743217511E-006                  4.9341991407335607E-021                  9.9219934836967261E-001                  8.7145882552359339E-005                  4.8755334873163761E-003                  8.1530328917088323E-005                  6.7387493653219411E-004                  5.0000000000000000E+000                  0.0000000000000000E+000                  2.9203047304231622E+000                  2.3799425836724264E-004                  2.0394797215281799E+000                  3.4080702698849629E-003                  1.0451596737132236E-002                  1.2237674239488284E-002                  3.4381774423162693E-003                  6.7684555271148950E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7893723402693890E+004                  9.1251634381658208E+004                  3.7632300746501639E+007                  1.5510799784413516E+003                  1.5510771499205655E+003                  1.1192400749029979E-021                  1.0567067099099305E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.9802502495642300E+015                               "d9e66b3b"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260109"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 log_mass                                    logdq                                   log_dq                                 dq_ratio                                        q                                       xq                             vel_km_per_s                                   radius                                       xm                                       dq                                    logxq                            log_dr_div_cs                              temperature                                   energy                                     logE                                      rho                                  entropy                                 pressure                                  logPgas                          pgas_div_ptotal                                    grada                                   gamma1                                   free_e                                logfree_e                                   csound                             v_div_csound                                       pp                                      cno                                tri_alpha                                  opacity                              log_opacity                                     xtau                                  xlogtau                       logtau_sub_xlogtau                               luminosity                                     logL                           log_L_div_Ledd                               ergs_error                      ergs_error_integral                  ergs_rel_error_integral                                      tau                                   logtau                             dt_cs_div_dr                         log_dt_cs_div_dr 
                                       1                  5.0000000000000000E+000                  6.8627103166820980E-001                  4.1995521909227103E+000                 -9.3120211579145185E+000                  3.0643219128938668E+000                  7.3599999999999999E-001                  2.5600000000000001E-001                  8.0000000000000071E-003                  6.9897000433601875E-001                 -1.2301029995663979E+001                 -1.2301029995663979E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8559145036647289E+000                  0.0000000000000000E+000                  4.9999999999999999E-013                 -9.8999999999999986E+001                  6.1438716653179448E-001                  1.5832598220045000E+004                  1.6062626140861652E+013                  1.3205816551231949E+001                  4.8750473931840612E-010                  4.1128810880742151E+001                  1.1596365972252315E+003                  3.0005077006364043E+000                  8.6334780213687889E-001                  2.0193265071236399E-001                  1.2549983734628081E+000                  7.6599110193406017E-001                 -1.1577627528042779E-001                  1.7277985964628696E+006                  0.0000000000000000E+000                  1.4120943547822201E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6202431212464852E+000                  5.5873773701668106E-001                  5.1123369629591187E+011                  1.1708619471193153E+001                 -1.1884710730248834E+001                  1.3286458443455144E+003                  3.1234092335057921E+000                 -1.1318057034834357E+000                  9.8976974347020790E+030                  9.8976974347020790E+030                 -3.9241129948991711E-019                  6.6666666666666663E-001                 -1.7609125905568127E-001                  3.8452350170812602E+009                  9.5849228886114091E+000 
                                       2                  4.9999999999974998E+000                  6.8626189103820290E-001                  4.2008119407251927E+000                 -9.3034995511583833E+000                  3.0735960653847654E+000                  7.3599999999999999E-001                  2.5600000000000001E-001                  8.0000000000000071E-003                  6.9897000433580159E-001                 -1.2129674014456912E+001                 -1.2129674014456912E+001                  6.7397535910955853E-001                  9.9999999999949996E-001                  4.9999999999999999E-013                  0.0000000000000000E+000                  4.8558123019270205E+000                  2.5000000000000003E-012                  7.4186688465968399E-013                 -1.2301029995663979E+001                  7.7659337110593718E-001                  1.5878590210521943E+004                  1.6078503872105168E+013                  1.3206245634566752E+001                  4.9716488754290935E-010                  4.1105419352214874E+001                  1.1846663847084819E+003                  3.0104484308254560E+000                  8.6467393057140651E-001                  2.0243808217861003E-001                  1.2565849030009342E+000                  7.6656813775475785E-001                 -1.1544923606635767E-001                  1.7303889261003686E+006                  0.0000000000000000E+000                  1.4400763175856499E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6407139020674419E+000                  5.6118655214590207E-001                  5.1123369629589935E+011                  1.1708619471193142E+001                 -1.1876612002933955E+001                  1.3286458443455556E+003                  3.1234092335058055E+000                 -1.1318057034834221E+000                 -8.8715514528757391E+030                  1.0261459818263399E+030                 -4.0683328708658527E-020                  6.7921531250858147E-001                 -1.6799253174081349E-001                  2.6467729288488607E+009                  9.4227166840372654E+000 
                                       3                  4.9999999999937907E+000                  6.8624859126714832E-001                  4.2022903763097323E+000                 -9.2937081234041212E+000                  3.0843069566797507E+000                  7.3600000000000010E-001                  2.5600000000000001E-001                  7.9999999999998961E-003                  6.9897000433547940E-001                 -1.2139302334521052E+001                 -1.2139302334521052E+001                  1.0224176075247884E+000                  9.9999999999875810E-001                  1.2418668846596840E-012                  0.0000000000000000E+000                  4.8556636005141813E+000                  6.2093344232984207E-012                  7.2560065397905180E-013                 -1.1905924953560429E+001                  7.5639864779543575E-001                  1.5932736595154431E+004                  1.6097720161371117E+013                  1.3206764373457579E+001                  5.0850107642035068E-010                  4.1079283293253681E+001                  1.2142467694226830E+003                  3.0219053290865916E+000                  8.6616049588100286E-001                  2.0309992775052246E-001                  1.2585612708772485E+000                  7.6724542469830803E-001                 -1.1506569270937202E-001                  1.7335833279584947E+006                  0.0000000000000000E+000                  1.4729131878784911E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6636312514026113E+000                  5.6391175496846657E-001                  5.1123369629588062E+011                  1.1708619471193126E+001                 -1.1864801126646080E+001                  1.3286458443455551E+003                  3.1234092335058055E+000                 -1.1289444002498987E+000                  1.7077010952103885E+030                  2.7338470770367285E+030                 -1.0838808633868745E-019                  6.9794041049688971E-001                 -1.5618165545295346E-001                  2.7727544269020681E+009                  9.4429114073477667E+000 
                                       4                  4.9999999999901625E+000                  6.8623587196026614E-001                  4.2044655576403072E+000                 -9.2797107370008831E+000                  3.0997257456235516E+000                  7.3600000000000010E-001                  2.5600000000000001E-001                  7.9999999999998961E-003                  6.9897000433516432E-001                 -1.1838272338857070E+001                 -1.1838272338857070E+001                  5.0000000000000000E-001                  9.9999999999803246E-001                  1.9674675386387358E-012                  0.0000000000000000E+000                  4.8555213933859944E+000                  9.8373376931936797E-012                  1.4512013079581036E-012                 -1.1706092424359683E+001                  1.0422185903955872E+000                  1.6012736519573729E+004                  1.6127096608924391E+013                  1.3207556187586135E+001                  5.2515712609477167E-010                  4.1043355126522769E+001                  1.2581306588684799E+003                  3.0383529887789935E+000                  8.6821491675084173E-001                  2.0420622233539495E-001                  1.2616909909848211E+000                  7.6824179317762342E-001                 -1.1450207044250432E-001                  1.7385802520948090E+006                  0.0000000000000000E+000                  1.5211598292585373E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6951451065921148E+000                  5.6763149760360876E-001                  5.1123369629586218E+011                  1.1708619471193112E+001                 -1.1853481274667457E+001                  1.3286458443455545E+003                  3.1234092335058050E+000                 -1.1263392365303961E+000                  4.7222356554014173E+030                  7.4560827324381458E+030                 -2.9560927007953673E-019                  7.1637132993859254E-001                 -1.4486180347434463E-001                  1.4357917869663832E+009                  9.1570914647476158E+000 
                                       5                  4.9999999999829061E+000                  6.8621123698752107E-001                  4.2068488069204628E+000                 -9.2648264723956864E+000                  3.1162428898999153E+000                  7.3599999999999999E-001                  2.5600000000000001E-001                  8.0000000000000071E-003                  6.9897000433453405E-001                 -1.2014363597912752E+001                 -1.2014363597912752E+001                  1.5000000000000009E+000                  9.9999999999658129E-001                  3.4186688465968394E-012                  0.0000000000000000E+000                  4.8552459760143920E+000                  1.7093344232984199E-011                  9.6746753863873519E-013                 -1.1466142965614925E+001                  8.4982737001271713E-001                  1.6100850107631635E+004                  1.6160407590947686E+013                  1.3208452310167971E+001                  5.4346743709277764E-010                  4.1006686825298409E+001                  1.3069016007303139E+003                  3.0559204967738651E+000                  8.7031728084914584E-001                  2.0558914121958005E-001                  1.2654136959004179E+000                  7.6932877360041629E-001                 -1.1388802424729430E-001                  1.7444195549156459E+006                  0.0000000000000000E+000                  1.5741983355527693E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7273093724275941E+000                  5.7139544136183840E-001                  5.1123369629582501E+011                  1.1708619471193080E+001                 -1.1831505411452129E+001                  1.3286458443455533E+003                  3.1234092335058046E+000                 -1.1215952309140578E+000                 -8.3088993134762588E+030                 -8.5281658103811301E+029                  3.3811385425704040E-020                  7.5355344519130929E-001                 -1.2288594025904934E-001                  2.2360560477152715E+009                  9.3494826851304857E+000 
                                       6                  4.9999999999780700E+000                  6.8619536478034782E-001                  4.2088516291693434E+000                 -9.2526948387905605E+000                  3.1298068144496023E+000                  7.3600000000000010E-001                  2.5600000000000001E-001                  7.9999999999998961E-003                  6.9897000433411394E-001                 -1.1963211075465370E+001                 -1.1963211075465370E+001                  8.8888888888888873E-001                  9.9999999999561384E-001                  4.3861363852355746E-012                  0.0000000000000000E+000                  4.8550685340596509E+000                  2.1930681926177874E-011                  1.0884009809685773E-012                 -1.1357917868227505E+001                  8.8758872961596469E-001                  1.6175273369190423E+004                  1.6189293194174461E+013                  1.3209227888372244E+001                  5.5886274710862100E-010                  4.0978066989081682E+001                  1.3483629620411771E+003                  3.0703057549042390E+000                  8.7196477395780980E-001                  2.0688722092367218E-001                  1.2687783962758705E+000                  7.7023786187577103E-001                 -1.1337513697325458E-001                  1.7496199183420369E+006                  0.0000000000000000E+000                  1.6187931604641977E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7522958869622780E+000                  5.7429707731052926E-001                  5.1123369629579999E+011                  1.1708619471193058E+001                 -1.1817327595194758E+001                  1.3286458443455526E+003                  3.1234092335058046E+000                 -1.1187383711134751E+000                  5.6669620421259108E+030                  4.8141454610877978E+030                 -1.9086510663536077E-019                  7.7855962128773404E-001                 -1.0870812400169969E-001                  2.0498464283154948E+009                  9.3117213255272375E+000 
                                       7                  4.9999999999726272E+000                  6.8617799844951632E-001                  4.2110623161475838E+000                 -9.2396529824853424E+000                  3.1444837725104255E+000                  7.3599999999999999E-001                  2.5600000000000001E-001                  8.0000000000000071E-003                  6.9897000433364120E-001                 -1.1917453584904695E+001                 -1.1917453584904695E+001                  8.9999999999999991E-001                  9.9999999999452549E-001                  5.4745373662041518E-012                  0.0000000000000000E+000                  4.8548743961091541E+000                  2.7372686831020761E-011                  1.2093344232984194E-012                 -1.1261652575628286E+001                  9.1884622767509094E-001                  1.6257820196031613E+004                  1.6221905499109674E+013                  1.3210101867084937E+001                  5.7589991909020100E-010                  4.0948416443728277E+001                  1.3947095430993884E+003                  3.0858328200547449E+000                  8.7367326769101394E-001                  2.0845787784343478E-001                  1.2727383578648186E+000                  7.7123336029383560E-001                 -1.1281419295614106E-001                  1.7556500130077859E+006                  0.0000000000000000E+000                  1.6681439344409848E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7780012504075131E+000                  5.7726209732456357E-001                  5.1123369629577167E+011                  1.1708619471193034E+001                 -1.1801809269925052E+001                  1.3286458443455517E+003                  3.1234092335058041E+000                 -1.1157944393292860E+000                  1.3830282044367181E+030                  6.1971736655245159E+030                 -2.4569764708374993E-019                  8.0688232323215980E-001                 -9.3189798732018644E-002                  1.9074968413269277E+009                  9.2804638274681110E+000 
                                       8                  4.9999999999665814E+000                  6.8615927103407137E-001                  4.2139283184610052E+000                 -9.2232606835932227E+000                  3.1630725998396909E+000                  7.3600000000000010E-001                  2.5600000000000001E-001                  7.9999999999998961E-003                  6.9897000433311607E-001                 -1.1741362325849014E+001                 -1.1741362325849014E+001                  6.6666666666666663E-001                  9.9999999999331612E-001                  6.6838717895025712E-012                  0.0000000000000000E+000                  4.8546650513136758E+000                  3.3419358947512861E-011                  1.8140016349476291E-012                 -1.1174971889365958E+001                  1.0765535894442977E+000                  1.6365463825014711E+004                  1.6265119138492732E+013                  1.3211257248743019E+001                  5.9805250858175451E-010                  4.0912709754748626E+001                  1.4557024060967512E+003                  3.1054422391492058E+000                  8.7572881365229660E-001                  2.1070327444560050E-001                  1.2782546038431075E+000                  7.7250733577677200E-001                 -1.1209738779666066E-001                  1.7639055410690946E+006                  0.0000000000000000E+000                  1.7323123741579234E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8085188776338161E+000                  5.8075611259630089E-001                  5.1123369629573999E+011                  1.1708619471193007E+001                 -1.1785080040724038E+001                  1.3286458443455508E+003                  3.1234092335058037E+000                 -1.1128208490437501E+000                  4.8638533481074708E+030                  1.1061027013631987E+031                 -4.3853350870217360E-019                  8.3857021064066206E-001                 -7.6460569531032044E-002                  1.3266503187299328E+009                  9.1227564656989060E+000 
                                       9                  4.9999999999575104E+000                  6.8613221616240427E-001                  4.2167357708189934E+000                 -9.2076457760307218E+000                  3.1809026846014832E+000                  7.3599999999999999E-001                  2.5600000000000001E-001                  8.0000000000000071E-003                  6.9897000433232814E-001                 -1.1917453584904695E+001                 -1.1917453584904695E+001                  1.5000000000000000E+000                  9.9999999999150213E-001                  8.4978734244502003E-012                  0.0000000000000000E+000                  4.8543626338194477E+000                  4.2489367122251003E-011                  1.2093344232984194E-012                 -1.1070689742000589E+001                  8.8279918049658435E-001                  1.6471599377416824E+004                  1.6307958790425018E+013                  1.3212399605336312E+001                  6.1994651641450222E-010                  4.0879821320208876E+001                  1.5167104694685527E+003                  3.1242008680318496E+000                  8.7760317028499668E-001                  2.1311809828572814E-001                  1.2840667136013817E+000                  7.7372832612712195E-001                 -1.1141150336792076E-001                  1.7724256416935427E+006                  0.0000000000000000E+000                  1.7957318753662543E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8361035365293406E+000                  5.8389032027562138E-001                  5.1123369629569208E+011                  1.1708619471192966E+001                 -1.1760945119870115E+001                  1.3286458443455494E+003                  3.1234092335058032E+000                 -1.1088510641405180E+000                 -1.3431158664960292E+031                 -2.3701316513283048E+030                  9.3967960467152659E-020                  8.8649104182325056E-001                 -5.2325648677149374E-002                  2.0725779558686707E+009                  9.3165108746466192E+000 
