                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    8316                                     1587                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.1486757774042406E+009                  3.9292070686875435E+005                  4.5637623723019688E+003                  1.0902651318453702E+002                  1.6702180612337017E+001                  2.6573052087303624E+000                  5.2225728430389844E-043                  0.0000000000000000E+000                  8.8493155912036341E-005                  4.2467373157890420E-001                  8.5574953466701456E-029                  5.5113369916680033E-001                  2.0026843086771721E-002                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.0315287177414192E+000                  4.3482747076697026E-004                  7.6192195255666473E-001                  9.2646648247379268E-002                  7.6328353403538815E-003                  9.0064495256207605E-002                  7.6160781414622439E-003                  5.0590081658817820E-001                  1.2833355775041078E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8306082874603139E+005                  5.1729180803478906E+004                  1.8344161815161631E+008                  1.0876552079518919E+002                  5.7394967197677204E+001                  3.4381514793913588E+001                  4.1635543202913894E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.6249450713012064E+016                               "d9e66b3b"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260108"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  1.2227731757033409E+000                  3.6593232551182964E+000                 -7.7891221130996513E+000                  3.6741126317004182E+000                  6.9999999994642215E-001                  2.8000000005357795E-001                  1.9999999999999907E-002                  2.3834847320611606E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999982501E+000                  1.2227731709864573E+000                  3.6593238294245380E+000                 -7.7891180938047784E+000                  3.6741172255775916E+000                  6.9999999994642215E-001                  2.8000000005357795E-001                  1.9999999999999907E-002                  2.3835067934745602E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999956641E+000                  1.2227731640164883E+000                  3.6593245144560971E+000                 -7.7891132996852752E+000                  3.6741227050579748E+000                  6.9999999994642215E-001                  2.8000000005357795E-001                  1.9999999999999907E-002                  2.3835331080717714E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999930782E+000                  1.2227731570465916E+000                  3.6593253168106239E+000                 -7.7891076846095926E+000                  3.6741291228739645E+000                  6.9999999994641837E-001                  2.8000000005358189E-001                  1.9999999999999796E-002                  2.3835639292112410E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999896063E+000                  1.2227731476894723E+000                  3.6593262364908443E+000                 -7.7891012486218107E+000                  3.6741364789842290E+000                  6.9999999994641526E-001                  2.8000000005358494E-001                  1.9999999999999796E-002                  2.3835992568258649E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999861346E+000                  1.2227731383324902E+000                  3.6593276160188926E+000                 -7.7890915948806638E+000                  3.6741475129169614E+000                  6.9999999994641060E-001                  2.8000000005358955E-001                  1.9999999999999796E-002                  2.3836522479093154E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999999791913E+000                  1.2227731196189395E+000                  3.6593303751073281E+000                 -7.7890722882683932E+000                  3.6741695799452674E+000                  6.9999999994640161E-001                  2.8000000005359871E-001                  1.9999999999999685E-002                  2.3837582288347024E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999999653049E+000                  1.2227730821934941E+000                  3.6593354743041155E+000                 -7.7890366107542199E+000                  3.6742103591116018E+000                  6.9999999994627871E-001                  2.8000000005372150E-001                  1.9999999999999796E-002                  2.3839540879170563E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999999406954E+000                  1.2227730158753456E+000                  3.6593419941186824E+000                 -7.7889910015099577E+000                  3.6742624913135615E+000                  6.9999999994612172E-001                  2.8000000005387859E-001                  1.9999999999999685E-002                  2.3842044927202368E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.9999999999160860E+000                  1.2227729495641311E+000                  3.6593524986717760E+000                 -7.7889175334740095E+000                  3.6743464689740821E+000                  6.9999999994536344E-001                  2.8000000005463682E-001                  1.9999999999999796E-002                  2.3846079037377926E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.9999999998613984E+000                  1.2227728022306938E+000                  3.6593669891725100E+000                 -7.7888162262148954E+000                  3.6744622737478960E+000                  6.9999999994478490E-001                  2.8000000005521530E-001                  1.9999999999999796E-002                  2.3851642911521016E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.9999999998067108E+000                  1.2227726549314677E+000                  3.6593887058081180E+000                 -7.7886644718090565E+000                  3.6746357553348621E+000                  6.9999999994431350E-001                  2.8000000005568654E-001                  2.0000000000000018E-002                  2.3859979811619982E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.9999999996974944E+000                  1.2227723608627770E+000                  3.6594271939251710E+000                 -7.7883957469240306E+000                  3.6749429871325066E+000                  6.9999999994363327E-001                  2.8000000005636672E-001                  2.0000000000000018E-002                  2.3874749844356493E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.9999999995162809E+000                  1.2227718732399782E+000                  3.6595071392895737E+000                 -7.7878384436842980E+000                  3.6755802751826305E+000                  6.9999999994299245E-001                  2.8000000005700776E-001                  1.9999999999999796E-002                  2.3905410275228377E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.9999999990944060E+000                  1.2227707394759821E+000                  3.6596465338942754E+000                 -7.7868697576751806E+000                  3.6766884259879884E+000                  6.9999999994289741E-001                  2.8000000005710257E-001                  2.0000000000000018E-002                  2.3958796954683044E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.9999999984654997E+000                  1.2227690530770143E+000                  3.6599354503819121E+000                 -7.7848722084440629E+000                  3.6789740839419793E+000                  6.9999773043470870E-001                  2.8000226956377583E-001                  2.0000000001515472E-002                  2.4069107497871321E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.9999999969186246E+000                  1.2227649241157306E+000                  3.6603598489433118E+000                 -7.7818943933673337E+000                  3.6823011070482337E+000                  6.9981915294481312E-001                  2.8018072955203427E-001                  2.0000117503152559E-002                  2.4222365377890491E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.9999999952779997E+000                  1.2227605747110455E+000                  3.6610442202211875E+000                 -7.7768327104953876E+000                  3.6875997893791834E+000                  6.9876774690497967E-001                  2.8119892736191521E-001                  2.0033325733105123E-002                  2.4432780021378773E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.9999999917916715E+000                  1.2227514388960350E+000                  3.6620000195807427E+000                 -7.7696780116521378E+000                  3.6948425385778969E+000                  6.9673776215443228E-001                  2.8313859435053007E-001                  2.0123643495037591E-002                  2.4694566699600902E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.9999999881686246E+000                  1.2227420993448899E+000                  3.6635779846542875E+000                 -7.7587296033645501E+000                  3.7064765899457885E+000                  6.9463948081592719E-001                  2.8519496276926554E-001                  2.0165556414807329E-002                  2.5172790537270562E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.9999999801217496E+000                  1.2227218703059142E+000                  3.6657401281205142E+000                 -7.7448959428627644E+000                  3.7217628659661295E+000                  6.9296759645433403E-001                  2.8684812301782175E-001                  2.0184280527844267E-002                  2.5862688391760546E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.9999999723551483E+000                  1.2227029554054463E+000                  3.6678814776673150E+000                 -7.7323721186913623E+000                  3.7362744326585338E+000                  6.9260149947592531E-001                  2.8721208525617237E-001                  2.0186415267902325E-002                  2.6591332947667907E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.9999999645885469E+000                  1.2226845758002653E+000                  3.6694939520695118E+000                 -7.7233279154444210E+000                  3.7468120453540794E+000                  6.9231793160458466E-001                  2.8749275561666204E-001                  2.0189312778753354E-002                  2.7128750886024252E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.9999999607478680E+000                  1.2226756733437749E+000                  3.6710974488266550E+000                 -7.7146193882299645E+000                  3.7570261753754384E+000                  6.9208361739090007E-001                  2.8772611916780522E-001                  2.0190263441294709E-002                  2.7659571766841919E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.9999999530665111E+000                  1.2226582203127250E+000                  3.6732480318221361E+000                 -7.7034021632799288E+000                  3.7702838444918694E+000                  6.9181883264596866E-001                  2.8799002124928808E-001                  2.0191146104743263E-002                  2.8361669937904829E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.9999999453851538E+000                  1.2226412102728792E+000                  3.6759461729315039E+000                 -7.6898138184502400E+000                  3.7863087749397941E+000                  6.9119600515397916E-001                  2.8861257174306837E-001                  2.0191423102952522E-002                  2.9210544553585993E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.9999999338631176E+000                  1.2226164776110771E+000                  3.6790605790612658E+000                 -7.6752426003087360E+000                  3.8039982901406830E+000                  6.9119600515302215E-001                  2.8861257174402627E-001                  2.0191423102951633E-002                  3.0207368319299282E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.9999999233527725E+000                  1.2225946574870088E+000                  3.6826623974996786E+000                 -7.6593077529875329E+000                  3.8235395913000687E+000                  6.9119600515260926E-001                  2.8861257174443933E-001                  2.0191423102951411E-002                  3.1336463755642061E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.9999999084631170E+000                  1.2225648539726057E+000                  3.6861462961833027E+000                 -7.6448043887130934E+000                  3.8415314686277604E+000                  6.9119600515255608E-001                  2.8861257174449256E-001                  2.0191423102951411E-002                  3.2400777495614631E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.9999998989410446E+000                  1.2225464172667904E+000                  3.6889864521789026E+000                 -7.6335368272807003E+000                  3.8556430061662521E+000                  6.9119600515242241E-001                  2.8861257174462623E-001                  2.0191423102951411E-002                  3.3252525448498631E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.9999998885993147E+000                  1.2225269038024009E+000                  3.6917077061544918E+000                 -7.6232048069395741E+000                  3.8686999971083300E+000                  6.9119600515227830E-001                  2.8861257174477034E-001                  2.0191423102951411E-002                  3.4053219569108306E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.9999998799812064E+000                  1.2225110229355192E+000                  3.6944362344543555E+000                 -7.6132594187277478E+000                  3.8813776897672567E+000                  6.9119600515217805E-001                  2.8861257174487054E-001                  2.0191423102951411E-002                  3.4842158400870799E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.9999998696394765E+000                  1.2224923951243782E+000                  3.6981728228094828E+000                 -7.6002863026394722E+000                  3.8980926591807274E+000                  6.9119600515183488E-001                  2.8861257174521365E-001                  2.0191423102951411E-002                  3.5898816263800358E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.9999998541268817E+000                  1.2224652714453759E+000                  3.7025074152363011E+000                 -7.5861956820870260E+000                  3.9165241703383868E+000                  6.9119600515136526E-001                  2.8861257174568333E-001                  2.0191423102951411E-002                  3.7082833612172078E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.9999998399598049E+000                  1.2224412869580414E+000                  3.7056571310131110E+000                 -7.5765778000349435E+000                  3.9292965047283084E+000                  6.9119600515091728E-001                  2.8861257174613136E-001                  2.0191423102951411E-002                  3.7913361482172320E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
