                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    4300                                     1645                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.0693589019668787E+009                  1.4338895056935614E+003                  3.7061226729095383E+003                  1.0886689887040855E+003                  8.0031601221112936E+001                  1.7129492364579157E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8051589723057742E-001                  1.0977195408369541E-004                  1.2412433562374441E-002                  7.9965094501251448E-004                  2.0850244786604628E-003                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.1066775922482632E+000                  4.7302220312246115E-004                  8.5276106851404843E-001                  3.6966234860918378E-003                  8.8627616516289715E-003                  1.5204439385374408E-002                  4.1700488529553027E-003                  3.9881126029515773E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0668064841128523E+006                  1.0811439975721839E+003                  1.8371056958100110E+007                  1.0788499600333259E+003                  1.0788494447465689E+003                  5.0490226676338102E-004                  7.3719001248796687E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.3746400484709968E+016                               "d9e66b3b"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260108"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  1.9032615060672313E+000                  3.5689197920436109E+000                 -8.2716153566120170E+000                  3.1008380745942636E+000                  6.9999999994642215E-001                  2.8000000005357795E-001                  1.9999999999999907E-002                  7.8464568251973527E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999982501E+000                  1.9032615059370086E+000                  3.5689197985544299E+000                 -8.2716153110935409E+000                  3.1008381266709830E+000                  6.9999999994642215E-001                  2.8000000005357795E-001                  1.9999999999999907E-002                  7.8464576476439237E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999930782E+000                  1.9032615055521587E+000                  3.5689198099502017E+000                 -8.2716152314233824E+000                  3.1008382178199176E+000                  6.9999999994641682E-001                  2.8000000005358350E-001                  1.9999999999999685E-002                  7.8464590871572294E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999861346E+000                  1.9032615050354873E+000                  3.5689198360743202E+000                 -8.2716150487844669E+000                  3.1008384267732372E+000                  6.9999999994640461E-001                  2.8000000005359565E-001                  1.9999999999999796E-002                  7.8464623871535069E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999653049E+000                  1.9032615034854721E+000                  3.5689199019633651E+000                 -8.2716145881418015E+000                  3.1008389537848018E+000                  6.9999999994620021E-001                  2.8000000005380005E-001                  1.9999999999999796E-002                  7.8464707102400821E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999160860E+000                  1.9032614998229935E+000                  3.5689200511394419E+000                 -8.2716135452280515E+000                  3.1008401469607678E+000                  6.9999999994507422E-001                  2.8000000005492609E-001                  1.9999999999999685E-002                  7.8464895540647104E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999998067108E+000                  1.9032614916841730E+000                  3.5689202567511202E+000                 -8.2716121077763294E+000                  3.1008417915215607E+000                  6.9999999994431350E-001                  2.8000000005568654E-001                  2.0000000000000018E-002                  7.8465155266669666E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999996974946E+000                  1.9032614835571868E+000                  3.5689205299365954E+000                 -8.2716101979276875E+000                  3.1008439765453399E+000                  6.9999999994363327E-001                  2.8000000005636672E-001                  2.0000000000000018E-002                  7.8465500349152807E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999995162812E+000                  1.9032614700728261E+000                  3.5689210972203824E+000                 -8.2716062320924220E+000                  3.1008485137964183E+000                  6.9999999994299245E-001                  2.8000000005700776E-001                  1.9999999999999796E-002                  7.8466216924194535E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
